Brand,Model,Company,1 stars,2 stars,4 stars,3 stars,5 stars,SSD,Colours,Operating system,Hard disk,Model Number,Processor,Graphics Processor,Dedicated Graphics,Finger Print Sensor,Resolution,Wi-Fi standards supported,Weight (kg),Dimensions (mm),Bluetooth version,Number of USB Ports,Series,Internal Mic,Touch Screen,Product Name,Touchpad,Battery Cell,Pointer Device,USB Ports,Cache,Mic In,Speakers,Multi Card Slot,RJ45 (LAN),HDMI Port,Ethernet,Price_Clean,RAM_GB,Screen_Size_inch,Base_Clock_Speed_GHz,Total_Ratings
Asus,ZenBook UX430UN-GV020T,asus,0,0,0,0,0,0.0,Blue,Windows 10,No,UX430UN-GV020T,Intel Core i7 8th Gen 8550U,Nvidia GeForce MX150,Unknown,0.0,1920x1080 pixels,802.11 ac,1.3,324.00 x 225.00 x 15.90,4.1,3.0,ZenBook,Yes,0.0,"Asus UX430UN-GV020T Laptop (Windows 10, 8GB RAM, 512GB HDD, Intel Core i7, Blue, 14 inch)",Yes,3,Touchpad,"1 x USB 2.0, 1 x USB 3.0",8MB,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,94850,8.0,14.0,1.8,
Dell,Inspiron,dell,0,0,0,0,0,0.0,Black,Windows 10,1TB,Unknown,AMD APU Quad Core A6 7th Gen 7300HQ,Nvidia GeForce GTX 1050,Unknown,0.0,1920x1080 pixels,802.11 ac,2.62,384.90 x 274.73 x 25.44,4.2,3.0,Inspiron,Yes,0.0,"Dell Inspiron Laptop (Windows 10 Pro, 8GB RAM, 1000GB HDD, Intel Core i5, Black, 14.0 Inch)",Yes,6,Touchpad,Unknown,6MB,Yes,2 Speakers,Unknown,Yes,Unknown,Gigabit Ethernet,100929,8.0,15.6,2.5,
Asus,B9440UA-XS74,asus,0,0,0,0,0,0.0,Grey,Windows 10,No,B9440UA-XS74,Intel Core i7 7th Gen 7500U,Intel HD Graphics 620,No,0.0,1920x1080 pixels,802.11 a/b/g/n/ac,1.0,386.08 x 215.90 x 320.00,4.1,3.0,Unknown,Yes,0.0,"Asus B9440UA-XS74 Laptop (Windows 10, 16GB RAM, 512GB HDD, Intel Core i7, Grey, 14.0 Inch)",Unknown,4,Touchpad,Unknown,Unknown,Unknown,Stereo Speakers,SD Card Reader,Unknown,Unknown,Unknown,217373,16.0,14.0,2.7,
Microsoft,Surface D9P-00001,microsoft,0,0,0,0,0,0.0,Platinum,Windows 10,No,D9P-00001,Intel Core i5 7th Gen 7660U,Unknown,Unknown,0.0,2256x1504 pixels,802.11 a/b/g/n/ac,1.28,308.10 x 223.30 x 14.50,4.0,1.0,Surface,Yes,1.0,"Microsoft Surface D9P-00001 Laptop (4GB RAM, 128GB HDD, Intel Core i5, Platinum, 13.5 inch)",Yes,Unknown,Touchpad,1 x USB 3.0,4MB,Yes,Yes,SDXC Card Reader,Unknown,Unknown,Unknown,66900,4.0,13.3,2.5,
Dell,XPS 13 9350,dell,33,0,0,0,67,0.0,Silver,Windows 10,No,13 9350,Intel Core i5 6560U,Unknown,Unknown,0.0,3200x1800 pixels,802.11 ac,1.29,Unknown,4.1,3.0,XPS,Yes,1.0,"Dell Xps 13 9350 Laptop (Windows 10, 8GB RAM, 128GB HDD, Intel Core i5, Silver, 13.3 inch)",Yes,4,Touchpad,2 x USB 3.0,4MB,Yes,Stereo Speakers,SD Card Reader,Unknown,Unknown,Unknown,120426,8.0,13.3,2.16,3.0
Asus,E203NAH-FD053T,asus,38,25,13,13,13,0.0,White,Windows 10 Home,500GB,E203NAH-FD053T,Intel Celeron Dual Core 7th Gen N3350,Intel HD Graphics,No,0.0,1366x768 pixels,802.11 b/g/n,1.2,286.00 x 193.30 x 21.40,4.0,2.0,Unknown,Yes,0.0,"Asus E203NAH-FD053T Laptop (Windows 10, 2GB RAM, 500GB HDD, Intel Celeron, White, 11.6 inch)",Yes,Unknown,Touchpad,2 x USB 3.0,Unknown,Unknown,Yes,Unknown,Unknown,Standard,Unknown,19385,2.0,11.6,1.1,8.0
Asus,UX461UA-DS51T,asus,0,0,0,0,0,0.0,Black,Windows 10,256GB,UX461UA-DS51T,Intel Core i5 8250U,Integrated Intel HD Graphics 620,No,0.0,1920x1080 pixels,802.11 a/b/g/n/ac,1.4,35.31 x 32.70 x 22.60,4.2,1.0,Unknown,Unknown,0.0,"Asus UX461UA-DS51T Laptop (Windows 10, 8GB RAM, 256GB HDD, Intel Core i5, Black, 13.3 inch)",Unknown,Unknown,Touchpad,1 x USB 3.1 Gen 1 (Type A),6MB,Unknown,Stereo Speakers,Multi Format Card Reader,Unknown,Standard,Unknown,90050,8.0,13.3,1.6,
Acer,Aspire A517-51G-8433,acer,0,0,0,0,0,0.0,Black,Windows 10 Home,1TB,A517-51G-8433,Intel Core i7 8th Gen,Unknown,Unknown,0.0,1366x768 pixels,802.11 a/b/g/n/ac,2.2,381.60 x 263.00 x 20.95,4.0,3.0,Aspire,Yes,0.0,"Acer Aspire A517-51G-8433 Laptop (12GB RAM, 1000GB HDD, Intel Core i7, Black, 17.3 inch)",Yes,4,Unknown,Unknown,6MB,Yes,Unknown,SD Card Reader,Yes,Unknown,Gigabit Ethernet,133009,12.0,17.3,2.16,
Samsung,NP900X3T-K01US,samsung,0,0,0,0,0,0.0,Light Titan,Windows 10,No,NP900X3T-K01US,Intel Core i5 8th Gen 8250U,Intel HD Graphics 620,No,0.0,1920x1080 pixels,802.11 a/b/g/n/ac,0.9,309.37 x 208.02 x 14.90,4.1,2.0,Unknown,Yes,0.0,"Samsung NP900X3T-K01US Laptop (Windows 10, 8GB RAM, 256GB HDD, Intel Core i5, Light Titan, 13.3 inch)",Unknown,6,Touchpad,Unknown,Unknown,Unknown,Stereo Speakers,SD Card Reader,Unknown,Unknown,Unknown,126381,8.0,13.3,1.6,
Apple,MacBook Pro MR9Q2HN/A,apple,0,0,17,0,83,0.0,Space Grey,macOS,No,MR9Q2HN/A,Intel Core i5 8th Gen,Unknown,Unknown,0.0,2560x1600 pixels,802.11 a/b/g/n/ac,1.37,304.10 x 212.40 x 14.90,5.0,4.0,MacBook Pro,Yes,0.0,"Apple Macbook Pro MR9Q2HN/A Laptop (Mac, 8GB RAM, 256GB HDD, Intel Core i5, Space Grey, 13.3 inch)",Yes,Unknown,Touchpad,"4 x USB 3.0, 4 x USB 3.0 (Type C)",Unknown,Yes,Stereo Speakers,Unknown,Unknown,Unknown,Unknown,143990,8.0,13.3,2.3,24.0
Asus,VivoBook 15 X510UF-EJ610T,asus,16,4,25,9,47,0.0,Champagne,Windows 10,1TB,15 X510UF-EJ610T,Intel Core i5 8th Gen 8250U,Unknown,Unknown,0.0,1920x1080 pixels,802.11 b/g/n,1.7,48.26 x 36.10 x 24.30,4.0,4.0,VivoBook,Yes,0.0,"Asus Vivobook 15 X510UF-EJ610T Laptop (Windows 10, 2GB RAM, 1000GB HDD, Intel Core i5, Champagne, 15.6 inch)",Yes,3,Touchpad,"2 x USB 2.0, 1 x USB 3.0",6MB,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,47000,2.0,15.6,1.6,165.0
Apple,MacBook MJY42HN/A,apple,18,0,0,0,82,0.0,Space Grey,macOS,No,MJY42HN/A,Unknown,Unknown,Unknown,0.0,1366x768 pixels,802.11 a/b/g/n/ac,1.08,300.00 x 192.00 x 17.00,4.0,2.0,MacBook,Yes,0.0,"Apple Macbook MJY42HN/A Laptop (Mac, 8GB RAM, 512GB HDD, Intel Core m, Space Grey, 12.0 Inch)",Yes,Unknown,Touchpad,2 x USB 3.0,6MB,Yes,Stereo Speakers,Unknown,Yes,Unknown,Unknown,109990,8.0,12.0,2.16,11.0
Asus,E203NAH-FD010T,asus,0,0,0,0,100,0.0,Dark Grey,Windows 10 Home,No,E203NAH-FD010T,Intel Celeron Dual Core 7th Gen N3350,Intel HD Graphics,No,0.0,1366x768 pixels,802.11 b/g/n,1.2,286.00 x 193.30 x 21.40,4.0,2.0,Unknown,Yes,0.0,"Asus E203NAH-FD010T Laptop (Windows 10, 2GB RAM, Intel Celeron, Dark Grey, 11.6 inch)",Yes,3,Touchpad,2 x USB 3.0,2MB,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,19900,2.0,11.6,1.1,
Acer,Aspire X349-M,acer,0,0,0,0,0,0.0,Black,Windows 10 Home,No,X349-M,Intel Core i3 6th Gen 6006U,Intel Integrated HD Graphics 520,No,0.0,1366x768 pixels,802.11 a/b/g/n/ac,1.56,341.00 x 236.00 x 17.95,4.0,3.0,Aspire,Yes,0.0,"Acer Aspire X349-M Laptop (Windows 10, 4GB RAM, 128GB HDD, Intel Core i3, Black, 14 inch)",Yes,4,Touchpad,Unknown,3MB,Yes,Unknown,Unknown,Yes,Unknown,Unknown,49449,4.0,14.0,2.0,
Asus,VivoBook E12 E203NAH-FD010T,asus,0,0,0,0,0,0.0,Black,Windows 10,500GB,E12 E203NAH-FD010T,Intel Celeron Dual Core N3350,Intel Integrated HD Graphics,No,0.0,1366x768 pixels,802.11 b/g/n,1.2,286.00 x 193.30 x 21.40,4.0,3.0,VivoBook,Yes,0.0,"Asus Vivobook E12 E203NAH-FD010T Laptop (Windows 10, 2GB RAM, 500GB HDD, Intel Celeron, Black, 11.6 inch)",Yes,3,Touchpad,Unknown,2MB,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,19800,2.0,11.6,1.1,
Alienware,15 A569952SIN9,alienware,0,0,11,0,89,0.0,Unknown,Windows 10 Home,No,15 A569952SIN9,Intel Core i7 7th Gen 7700HQ,Nvidia GeForce GTX 1070,Unknown,0.0,1920x1080 pixels,802.11 ac,3.49,389.00 x 305.00 x 254.00,4.1,3.0,Unknown,Yes,0.0,"Dell Alienware 15 A569952SIN9 Laptop (Windows 10, 16GB RAM, 1000GB HDD, Intel Core i7, Black, 15.6 inch)",Yes,4,Touchpad,Unknown,6MB,Yes,Unknown,Unknown,Yes,Unknown,Gigabit Ethernet,120000,16.0,15.6,2.8,9.0
Alienware,15 Z569983SIN9,alienware,0,0,50,0,50,0.0,Unknown,Windows 10 Home,No,15 Z569983SIN9,Intel Core i7 6th Gen 6700HQ,Nvidia GeForce GTX 1070,Unknown,0.0,1920x1080 pixels,802.11 ac,2.1,389.00 x 305.00 x 25.40,4.1,3.0,Unknown,Yes,0.0,"Dell Alienware 15 Z569983SIN9 Laptop (Windows 10, 16GB RAM, 1000GB HDD, Intel Core i7, Aluminium, 15.6 inch)",Yes,6,Touchpad,1 x USB 3.0,6MB,Yes,Unknown,Unknown,Yes,Unknown,10/100/1000 Base T,125000,16.0,15.6,2.6,2.0
Asus,ZenBook 14 (UX434),asus,0,0,0,0,0,0.0,Royal Blue,Windows 10 Home,Unknown,UX434,Intel Core i5 8th Gen 8265U,Integrated Intel HD Graphics 620,No,0.0,1920x1080 pixels,Unknown,1.26,199.00 x 319.00 x 169.00,5.0,3.0,ZenBook,Unknown,0.0,"Asus ZenBook 14 (UX434) Laptop (Windows 10 Home, 8GB RAM, 512GB SSD, Intel Core i5, 8th Gen, Royal Blue, 14.0 Inch)",Yes,3,Touchpad,"1 x USB 2.0, 1 x USB 3.1 Gen 2 (Type A), 1 x USB 3.1 Gen 2 (Type C)",Unknown,Unknown,Unknown,1 Micro SD Card Reader,Unknown,Standard,Unknown,85990,8.0,14.0,2.16,
Dell,15 R3 Z569984SIN9,dell,0,0,0,0,0,0.0,Black,Windows 10,No,15 R3 Z569984SIN9,Intel Core i7 6th Gen 6700HQ,Nvidia GeForce GTX 1070,Unknown,0.0,1920x1080 pixels,802.11 ac,2.1,389.00 x 305.00 x 25.40,4.1,3.0,Unknown,Yes,0.0,"Dell Alienware 15 R3 Z569984SIN9 Laptop (Windows 10, 32GB RAM, 1000GB HDD, Intel Core i7, Black, 15.6 inch)",Yes,6,Touchpad,1 x USB 3.0,6MB,Yes,Unknown,Unknown,Yes,Unknown,10/100/1000 Base T,265000,32.0,15.6,2.6,
Asus,ZenBook UX430UA-GV303T,asus,0,0,0,0,100,0.0,Gold,Windows 10,No,UX430UA-GV303T,Intel Core i5 8th Gen 8250U,Intel Integrated UHD Graphics 620,No,0.0,1920x1080 pixels,802.11 ac,1.3,324.00 x 225.00 x 15.90,4.1,3.0,ZenBook,Yes,0.0,"Asus UX430UA-GV303T Laptop (Windows 10, 8GB RAM, 512GB HDD, Intel Core i5, Gold, 14.0 Inch)",Yes,3,Touchpad,"1 x USB 2.0, 1 x USB 3.0",6MB,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,77490,8.0,14.0,1.6,
Asus,VivoBook E12 E203NAH-FD057T,asus,0,0,0,0,0,0.0,Grey,Windows 10,500GB,E12 E203NAH-FD057T,Intel Celeron Dual Core 7th Gen N3350,Intel Integrated HD Graphics,No,0.0,1366x768 pixels,802.11 b/g/n,2.1,286.00 x 193.30 x 21.40,4.0,2.0,VivoBook,Yes,0.0,"Asus Vivobook E12 E203NAH-FD057T Laptop (Windows 10, 4GB RAM, 500GB HDD, Intel Celeron, Grey, 11.6 inch)",Yes,3,Touchpad,2 x USB 3.0,2MB,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,22990,4.0,11.6,1.1,
Alienware,15 A569951SIN9,alienware,0,0,0,0,100,0.0,Unknown,Windows 10 Home,No,15 A569951SIN9,Intel Core i7 7th Gen 7700HQ,Nvidia GeForce GTX 1060,Unknown,0.0,1920x1080 pixels,802.11 ac,3.49,389.00 x 305.00 x 254.00,4.1,3.0,Unknown,Yes,0.0,"Dell Alienware 15 A569951SIN9 Laptop (Windows 10, 8GB RAM, 1000GB HDD, Intel Core i7, Black, 15.6 inch)",Yes,4,Touchpad,Unknown,6MB,Yes,Unknown,Unknown,Yes,Unknown,Gigabit Ethernet,164991,8.0,15.6,2.8,6.0
Dell,MRVX8,dell,0,0,0,0,0,0.0,Black,Linux,500GB,MRVX8,Intel Core i5,Intel Integrated HD Graphics 520,No,0.0,1366x768 pixels,802.11 ac,2.18,380.00 x 260.00 x 23.65,4.1,3.0,Unknown,Yes,0.0,"Dell MRVX8 Laptop (8GB RAM, 500GB HDD, Intel Core i5, Black, 14.0 Inch)",Yes,4,Unknown,Unknown,3MB,Yes,Unknown,SD Card Reader,Yes,Unknown,Unknown,92626,8.0,14.0,2.0,
Asus,Transformer Book T100TA-DK066H,asus,100,0,0,0,0,0.0,Grey,Windows 8.1,500GB,T100TA-DK066H,Intel Atom Quad Core 2nd Gen Z3775,Intel Integrated Graphics,No,0.0,1366x768 pixels,802.11 b/g/n,1.15,263.00 x 171.00 x 13.10,4.0,1.0,Transformer Book,Unknown,0.0,"Asus Transformer T100TA-DK066H Laptop (Windows 8.1, 2GB RAM, 500GB HDD, Intel Atom, Blue, 10.6 inch)",Unknown,2,Unknown,1 x USB 3.0,Unknown,Unknown,Yes,2 in 1 Card Reader,Unknown,Micro,Unknown,21900,2.0,10.1,1.46,
Acer,Aspire A315-21-2109,acer,0,0,0,0,0,0.0,Black,Windows 10,1TB,A315-21-2109,AMD APU Dual Core A4,AMD Radeon R5,Unknown,0.0,Unknown,802.11 ac,2.1,Unknown,,3.0,Aspire,Yes,0.0,"Acer Aspire A315-21-2109 Laptop (Windows 10, 4GB RAM, 1000GB HDD, AMD Black, 15.6 inch)",Unknown,2,Unknown,Unknown,1MB,Unknown,Stereo Speakers,Yes,Yes,Standard,Gigabit Ethernet,27004,4.0,15.6,2.2,
Acer,Aspire E E-15-E5-574G-54Y2,acer,13,6,19,0,63,0.0,Black,Windows 10,1TB,E-15-E5-574G-54Y2,Intel Core i5 6th Gen 6200U,Nvidia GeForce 940M,Unknown,0.0,1920x1080 pixels,802.11 ac,2.4,256.00 x 38.20 x 25.00,4.0,3.0,Aspire E,Unknown,0.0,"Acer Aspire E E-15-E5-574G-54Y2 Laptop (Windows 10, 8GB RAM, 1000GB HDD, Intel Core i5, Black, 15.6 inch)",Unknown,2,Unknown,"1 x USB 2.0, 2 x USB 3.0",Unknown,Unknown,Unknown,Unknown,Unknown,Standard,Unknown,77513,8.0,15.6,2.3,16.0
Asus,VivoBook R507UA-EJ216T,asus,25,25,25,0,25,0.0,Champagne,Windows 10,1TB,R507UA-EJ216T,Intel Core i3 6th Gen 6006U,Intel HD Graphics 520,No,0.0,1920x1080 pixels,802.11 a/b/g/n/ac,2.2,243.00 x 254.00 x 381.00,4.1,3.0,VivoBook,Yes,0.0,"Asus Vivobook R507UA-EJ216T Laptop (Windows 10, 8GB RAM, 1000GB HDD, Intel Core i3, Champagne, 15.6 inch)",Unknown,3,Touchpad,Unknown,Unknown,Unknown,Stereo Speakers,SD Card Reader,Unknown,Unknown,Unknown,31990,8.0,15.6,2.0,4.0
Acer,ChromeBook,acer,20,5,16,5,55,0.0,Silver,Chrome OS,32GB,Unknown,Intel Celeron Dual Core,Intel Integrated HD Graphics,No,0.0,1366x768 pixels,802.11 b/g/n/ac,1.44,302.60 x 206.60 x 21.75,4.2,2.0,ChromeBook,Yes,0.0,"Acer Chromebook Laptop (Chrome, 4GB RAM, 16GB HDD, Intel Celeron, White, 15.6 inch)",Yes,3,Unknown,"1 x USB 2.0, 1 x USB 3.0",1MB,Unknown,Unknown,SD Card Reader,Unknown,Standard,Unknown,47754,4.0,14.0,2.16,44.0
Asus,S510UQ-EB76,asus,4,4,8,8,77,0.0,Gold,Windows 10,256GB,S510UQ-EB76,Intel Core i7 7th Gen 7500U,Nvidia GeForce 940MX,Unknown,0.0,1920x1080 pixels,802.11 a/b/g/n/ac,1.7,243.50 x 361.40 x 17.90,4.1,3.0,Unknown,Yes,0.0,"Asus S510UQ-EB76 Laptop (Windows 10, 8GB RAM, 256GB HDD, Intel Core i7, Gold, 15.6 inch)",Yes,3,Touchpad,Unknown,Unknown,Unknown,Stereo Speakers,SD Card Reader,Unknown,Unknown,Unknown,117265,8.0,15.6,2.7,26.0
Micromax,Ignite LPQ61408W,micromax,0,0,0,0,0,0.0,Silver,Windows 10,1TB,LPQ61408W,AMD Pentium Quad Core 4th Gen N3700,Intel Integrated HD Graphics,No,0.0,1366x768 pixels,802.11 b/g/n,2.1,Unknown,4.0,2.0,Ignite,Yes,0.0,"Micromax Ignite LPQ61408W Laptop (Windows 10, 4GB RAM, 1000GB HDD, AMD Silver, 14.0 Inch)",Yes,Unknown,Touchpad,2 x USB 3.0,2MB,Unknown,2 Speakers,Unknown,Yes,Micro,Unknown,15990,4.0,14.0,1.6,
Microsoft,Surface Book CR9-00013,microsoft,0,0,0,0,0,0.0,Silver,Windows 10,No,CR9-00013,Intel Core i5 7th Gen 7660U,Unknown,Unknown,0.0,2256x1504 pixels,802.11 a/b/g/n/ac,1.28,308.10 x 223.30 x 14.50,4.0,1.0,Surface Book,Yes,1.0,"Microsoft Surface Book CR9-00013 Laptop (Windows 10, 8GB RAM, 128GB HDD, Intel Core i5, Silver, 13.5 inch)",Yes,Unknown,Touchpad,1 x USB 3.0,4MB,Yes,Yes,SDXC Card Reader,Unknown,Unknown,Unknown,162416,8.0,13.3,2.5,
Asus,VivoBook S15 S530UA-DB51-RD,asus,0,100,0,0,0,0.0,"Red, Silver",Windows 10 Home,256GB,S15 S530UA-DB51-RD,Intel Core i5 8th Gen 8250U,Intel HD Graphics 620,No,0.0,1920x1080 pixels,802.11 a/b/g/n/ac,1.59,45.72 x 244.00 x 36.10,4.1,3.0,VivoBook,Yes,0.0,"Asus Vivobook S15 S530UA-DB51-RD Laptop (Windows 10 Home, 8GB RAM, 256GB HDD, Intel Core i5, Red & Silver, 15.6 inch)",Unknown,3,Touchpad,Unknown,Unknown,Unknown,Stereo Speakers,SD Card Reader,Unknown,Unknown,Unknown,87058,8.0,15.6,1.6,
iBall,CompBook PREMIO-V2.0,iball,50,0,50,0,0,0.0,Black,Windows 10,32GB,PREMIO-V2.0,Intel Pentium Dual Core 4th Gen,Intel Integrated Graphics,No,0.0,1366x768 pixels,Unknown,1.3,Unknown,4.0,2.0,CompBook,Yes,0.0,"iBall Compbook PREMIO-V2.0 Laptop (Windows 10, 4GB RAM, 500GB HDD, Intel Pentium, Black, 14 inch)",Unknown,Unknown,Unknown,"2 x USB 2.0, 2 x USB 3.0",Unknown,Yes,Unknown,Yes,Yes,Mini,Yes,18791,4.0,14.0,2.16,2.0
Asus,ROG GL753VE-DS74,asus,25,6,10,9,49,0.0,Black,Windows 10,1TB,GL753VE-DS74,Intel Core i7 7th Gen 7700HQ,Nvidia GeForce GTX 1050 Ti,Unknown,1.0,1920x1080 pixels,Unknown,2.99,272.00 x 41.40 x 30.00,,2.0,ROG,Yes,0.0,"Asus Rog GL753VE-DS74 Laptop (Windows 10, 16GB RAM, 1000GB HDD, Intel Core i7, Black, 17.3 inch)",Yes,Unknown,Touchpad,Unknown,Unknown,Unknown,Yes,Yes,Yes,Standard,Unknown,343341,16.0,17.3,2.16,156.0
Acer,TMP259-G2,acer,0,0,0,0,0,0.0,Black,Linux,2TB,TMP259-G2,Intel Core i7,Unknown,Unknown,0.0,1366x768 pixels,802.11 a/b/g/n/ac,2.2,381.60 x 259.00 x 23.90,4.2,3.0,Unknown,Yes,0.0,"Acer TMP259-G2 Laptop (Linux, 16GB RAM, 2000GB HDD, Intel Core i7, Black, 15.6 inch)",Yes,4,Unknown,Unknown,3MB,Yes,Unknown,SD Card Reader,Yes,Unknown,Unknown,56790,16.0,15.6,2.16,
Toshiba,Tecra A50-D1538,toshiba,100,0,0,0,0,0.0,Graphite Black,Windows 10,No,A50-D1538,Intel Core i7 7th Gen 7500U,Intel HD Graphics 620,No,0.0,1920x1080 pixels,802.11 b/g/n/ac,2.25,378.46 x 259.08 x 22.86,,3.0,Tecra,Unknown,0.0,"Toshiba Tecra A50-D1538 Laptop (Windows 10, 8GB RAM, 256GB HDD, Intel Core i7, Graphite Black, 15.6 inch)",Unknown,4,Unknown,3 x USB 3.0,4MB,Unknown,Stereo Speakers,SDXC Card Reader,Unknown,Standard,Unknown,142758,8.0,15.6,2.7,
Asus,ZenBook 3 UX390UA-GS046T,asus,0,0,0,0,0,0.0,Grey,Windows 10,Unknown,UX390UA-GS046T,Intel Core i7 7th Gen 7500U,Intel Integrated HD Graphics 620,No,0.0,1920x1080 pixels,802.11 ac,0.91,296.00 x 191.20 x 11.90,4.0,1.0,ZenBook 3,Unknown,0.0,"Asus Zenbook 3 UX390UA-GS046T Laptop (Windows 10, 8GB RAM, 512GB HDD, Intel Core i7, Gold, 12.5 inch)",Unknown,6,Touchpad,1 x USB 3.1 Gen 1 (Type C),4MB,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,69990,8.0,12.5,2.7,
Dell,Latitude E5570,dell,0,0,0,0,0,0.0,Black,Windows 10 Home,500GB,E5570,Intel Core i5 8th Gen 8250U,AMD Radeon 530 Graphics,Unknown,0.0,1920x1080 pixels,802.11 ac,2.2,380.00 x 258.00 x 22.70,4.1,3.0,Latitude,Yes,0.0,"Dell Latitude E5570 Laptop (4GB RAM, 500GB HDD, Intel Core i3, Black, 15.6 inch)",Yes,3,Touchpad,Unknown,6MB,Yes,Stereo Speakers,Unknown,Unknown,Unknown,Unknown,77435,8.0,15.6,1.6,
Microsoft,Surface Pro 7,microsoft,42,2,13,9,35,0.0,"Platinum, Matte Black",Windows 10 Home,Unknown,Unknown,Intel Core i7 10th Gen Core i7-1065G7,Intel Iris Plus Graphics,No,0.0,2736x1824 pixels,802.11 Yes,0.79,201.00 x 292.00 x 8.50,5.0,2.0,Surface Pro,Yes,1.0,"Microsoft Surface Pro 7 Tablet (128GB, 12.3 inches, Wi-Fi, Platinum)",Unknown,Unknown,Unknown,"1 x USB 3.0 (Type A), 1 x USB 3.1 Gen 2 (Type C)",Unknown,Unknown,2 Speakers,1 Micro SD Card Reader,Unknown,Unknown,Unknown,69990,16.0,12.3,2.16,55.0
Asus,R558UF-DM147D,asus,0,8,33,8,50,0.0,Dark Brown,DOS,1TB,R558UF-DM147D,Intel Core i5,Nvidia,Unknown,0.0,1920x1080 pixels,802.11 ac,2.3,256.00 x 64.77 x 38.20,4.1,1.0,Unknown,Yes,0.0,"Asus R558UF-DM147D Laptop (DOS, 4GB RAM, 1000GB HDD, Intel Core i5, Dark Brown, 15.6 inch)",Yes,2,Touchpad,"1 x USB 2.0, 1 x USB 3.0",Unknown,Yes,Unknown,Unknown,Unknown,Standard,Unknown,42000,4.0,15.6,2.3,12.0
Dell,XPS 13 34128iS1,dell,0,0,0,0,0,0.0,Silver,Windows 10 Home,No,34128iS1,Intel Core i3 6th Gen 6100U,Intel Integrated HD Graphics 520,No,0.0,1920x1080 pixels,802.11 ac,2.1,Unknown,4.1,2.0,XPS 13,Yes,0.0,"Dell Xps 13 34128IS1 Laptop (Windows 10, 4GB RAM, 128GB HDD, Intel Core i3, Silver, 13.3 inch)",Unknown,Unknown,Touchpad,2 x USB 3.0,3MB,Unknown,Stereo Speakers,3 in 1 card Reader,Unknown,Unknown,Unknown,85000,4.0,13.3,2.3,
Lenovo,ThinkPad T460S,lenovo,20,0,30,0,50,0.0,Black,Windows 10,No,T460S,Intel Core i5 6600U,Intel HD Graphics 520,No,0.0,1920x1080 pixels,802.11 ac,2.14,330.20 x 226.06 x 17.78,4.0,3.0,ThinkPad,Unknown,0.0,"Lenovo Thinkpad T460S Laptop (Windows 10, 8GB RAM, 256GB HDD, Intel Core i5, Black, 14 inch)",Unknown,3,Unknown,Unknown,4MB,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,129231,8.0,14.0,2.6,10.0
Asus,VivoBook X507UA-EJ179T,asus,0,0,0,0,0,0.0,Grey,Windows 10,1TB,X507UA-EJ179T,Intel Core i3 6th Gen,AMD Radeon Integrated Graphics,Unknown,0.0,1920x1080 pixels,802.11 b/g/n,2.1,Unknown,4.0,2.0,VivoBook,Yes,0.0,"Asus Vivobook X507UA-EJ179T Laptop (Windows 10, 8GB RAM, 1000GB HDD, Intel Core i3, Grey, 15.6 inch)",Yes,3,Touchpad,"2 x USB 2.0, 2 x USB 3.0",3MB,Yes,Unknown,Unknown,Unknown,Standard,Unknown,32990,8.0,15.6,2.16,
HP,15-BS078NR,hp,0,0,33,0,67,0.0,Grey,Windows 10,1TB,15-BS078NR,Intel Core i7 7th Gen 7500U,Unknown,Unknown,0.0,1366x768 pixels,802.11 b/g/n/ac,2.1,253.80 x 38.00 x 23.80,4.2,2.0,Unknown,Unknown,0.0,"HP 15-BS078NR Laptop (Windows 10, 8GB RAM, 1000GB HDD, Intel Core i7, Grey, 15.6 inch)",Unknown,3,Unknown,2 x USB 2.0,4MB,Unknown,Unknown,Multi Format Card Reader,Yes,Standard,10/100/1000 Base T,75166,8.0,15.6,2.7,3.0
HP,Omen W-249TX,hp,100,0,0,0,0,0.0,Black,Windows 10,No,W-249TX,Intel Core i7 7th Gen 7700HQ,Nvidia GeForce GTX 1060,Unknown,0.0,1920x1080 pixels,802.11 ac,2.1,Unknown,4.2,3.0,Omen,Yes,0.0,"HP Omen W-249TX Laptop (Windows 10, 16GB RAM, 1000GB HDD, Intel Core i7, Black, 17.3 inch)",Yes,Unknown,Touchpad,Unknown,8MB,Yes,Unknown,SD Card Reader,Yes,Unknown,Unknown,119990,16.0,17.3,3.6,2.0
Asus,VivoBook X542BA-DH99,asus,18,12,18,18,33,0.0,Grey,Windows 10,1TB,X542BA-DH99,AMD APU Dual Core A9 9420,Unknown,Unknown,1.0,1366x768 pixels,802.11 ac,2.31,251.00 x 38.10 x 23.00,,3.0,VivoBook,Yes,0.0,"Asus Vivobook X542BA-DH99 Laptop (Windows 10, 8GB RAM, 1000GB HDD, AMD Grey, 15.6 inch)",Yes,Unknown,Touchpad,Unknown,Unknown,Unknown,Yes,Yes,Yes,Standard,Unknown,95742,8.0,15.6,3.0,33.0
